# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-11-20 11:18:13 -05:00	(natwebsdas01)
#
# US Geological Survey groundwater levels
#
# Data for the following 1 site(s) are contained in this file
#    USGS 430429089230301 DN-07/09E/23-0005
# -----------------------------------------------------------------------------------
#
# The fields in this file include:
# ---------------------------------
# agency_cd     Agency code
# site_no       USGS site number
# site_tp_cd    Site type code
# lev_dt        Date level measured
# lev_tm        Time level measured
# lev_tz_cd     Time datum
# lev_va        Water-level value in feet below land surface
# sl_lev_va     Water-level value in feet above specific vertical datum
# sl_datum_cd   Referenced vertical datum
# lev_status_cd Status
# lev_agency_cd Measuring agency
#
# Referenced agency codes (lev_agency_cd) included in this output
#
#     ""         Not Determined
#     USGS       U.S. Geological Survey
#     WI001      Wisconsin Department of Natural Resources
#     WI013      Wisconsin Department of Administration
#
# Referenced site type codes (site_tp_cd) included in this output
#
#     GW         Well
#
# Referenced water-level site status codes (lev_status_cd) included in this output
#
#     ""         The reported water-level measurement represents a static level
#
#
agency_cd	site_no	site_tp_cd	lev_dt	lev_tm	lev_tz_cd	lev_va	sl_lev_va	sl_datum_cd	lev_status_cd	lev_agency_cd
USGS	430429089230301	GW	1962-11-26		UTC	90.53				
USGS	430429089230301	GW	1962-11-27		UTC	90.88				
USGS	430429089230301	GW	1962-11-28		UTC	91.29				
USGS	430429089230301	GW	1962-11-29		UTC	91.49				
USGS	430429089230301	GW	1962-11-30		UTC	91.78				
USGS	430429089230301	GW	1962-12-01		UTC	91.84				
USGS	430429089230301	GW	1962-12-02		UTC	91.85				
USGS	430429089230301	GW	1962-12-03		UTC	91.78				
USGS	430429089230301	GW	1962-12-04		UTC	91.9				
USGS	430429089230301	GW	1962-12-05		UTC	92.03				
USGS	430429089230301	GW	1962-12-06		UTC	92.05				
USGS	430429089230301	GW	1962-12-07		UTC	91.89				
USGS	430429089230301	GW	1962-12-08		UTC	91.92				
USGS	430429089230301	GW	1962-12-09		UTC	91.41				
USGS	430429089230301	GW	1962-12-10		UTC	91.36				
USGS	430429089230301	GW	1962-12-11		UTC	91.67				
USGS	430429089230301	GW	1962-12-12		UTC	91.81				
USGS	430429089230301	GW	1962-12-13		UTC	91.9				
USGS	430429089230301	GW	1962-12-14		UTC	92.02				
USGS	430429089230301	GW	1962-12-15		UTC	92.04				
USGS	430429089230301	GW	1962-12-16		UTC	92.06				
USGS	430429089230301	GW	1962-12-17		UTC	91.84				
USGS	430429089230301	GW	1962-12-18		UTC	91.96				
USGS	430429089230301	GW	1962-12-19		UTC	92.08				
USGS	430429089230301	GW	1962-12-20		UTC	92.23				
USGS	430429089230301	GW	1962-12-21		UTC	92.27				
USGS	430429089230301	GW	1962-12-22		UTC	92.27				
USGS	430429089230301	GW	1962-12-23		UTC	91.71				
USGS	430429089230301	GW	1962-12-24		UTC	91.19				
USGS	430429089230301	GW	1962-12-25		UTC	90.95				
USGS	430429089230301	GW	1962-12-26		UTC	90.41				
USGS	430429089230301	GW	1962-12-27		UTC	90.21				
USGS	430429089230301	GW	1962-12-28		UTC	90.32				
USGS	430429089230301	GW	1962-12-29		UTC	90.34				
USGS	430429089230301	GW	1962-12-30		UTC	90.1				
USGS	430429089230301	GW	1962-12-31		UTC	89.48				
USGS	430429089230301	GW	1963-01-01		UTC	89.37				
USGS	430429089230301	GW	1963-01-02		UTC	88.9				
USGS	430429089230301	GW	1963-01-03		UTC	89.23				
USGS	430429089230301	GW	1963-01-04		UTC	90.13				
USGS	430429089230301	GW	1963-01-05		UTC	90.16				
USGS	430429089230301	GW	1963-01-06		UTC	89.5				
USGS	430429089230301	GW	1963-01-07		UTC	89.96				
USGS	430429089230301	GW	1963-01-08		UTC	90.29				
USGS	430429089230301	GW	1963-01-18		UTC	92.04				
USGS	430429089230301	GW	1963-01-19		UTC	92.04				
USGS	430429089230301	GW	1963-01-20		UTC	91.64				
USGS	430429089230301	GW	1963-01-21		UTC	91.35				
USGS	430429089230301	GW	1963-01-22		UTC	91.72				
USGS	430429089230301	GW	1963-01-23		UTC	91.89				
USGS	430429089230301	GW	1963-01-24		UTC	91.77				
USGS	430429089230301	GW	1963-01-25		UTC	91.67				
USGS	430429089230301	GW	1963-01-26		UTC	91.78				
USGS	430429089230301	GW	1963-01-27		UTC	91.57				
USGS	430429089230301	GW	1963-01-28		UTC	91.46				
USGS	430429089230301	GW	1963-01-29		UTC	91.78				
USGS	430429089230301	GW	1963-01-30		UTC	91.93				
USGS	430429089230301	GW	1963-01-31		UTC	92.17				
USGS	430429089230301	GW	1963-02-01		UTC	92.17				
USGS	430429089230301	GW	1963-02-02		UTC	91.94				
USGS	430429089230301	GW	1963-02-03		UTC	91.88				
USGS	430429089230301	GW	1963-02-04		UTC	91.17				
USGS	430429089230301	GW	1963-02-05		UTC	92.01				
USGS	430429089230301	GW	1963-02-06		UTC	92.4				
USGS	430429089230301	GW	1963-02-07		UTC	92.83				
USGS	430429089230301	GW	1963-02-08		UTC	93.16				
USGS	430429089230301	GW	1963-02-09		UTC	93.17				
USGS	430429089230301	GW	1963-02-10		UTC	92.92				
USGS	430429089230301	GW	1963-02-11		UTC	92.63				
USGS	430429089230301	GW	1963-02-12		UTC	92.9				
USGS	430429089230301	GW	1963-02-13		UTC	93.08				
USGS	430429089230301	GW	1963-02-14		UTC	93.28				
USGS	430429089230301	GW	1963-02-15		UTC	93.4				
USGS	430429089230301	GW	1963-02-16		UTC	93.42				
USGS	430429089230301	GW	1963-02-17		UTC	93.12				
USGS	430429089230301	GW	1963-02-18		UTC	92.58				
USGS	430429089230301	GW	1963-02-19		UTC	92.92				
USGS	430429089230301	GW	1963-02-20		UTC	93.3				
USGS	430429089230301	GW	1963-02-21		UTC	93.48				
USGS	430429089230301	GW	1963-02-22		UTC	93.58				
USGS	430429089230301	GW	1963-02-23		UTC	93.54				
USGS	430429089230301	GW	1963-02-24		UTC	93.43				
USGS	430429089230301	GW	1963-02-25		UTC	92.77				
USGS	430429089230301	GW	1963-02-26		UTC	93.16				
USGS	430429089230301	GW	1963-02-27		UTC	93.31				
USGS	430429089230301	GW	1963-02-28		UTC	93.39				
USGS	430429089230301	GW	1963-03-01		UTC	93.54				
USGS	430429089230301	GW	1963-03-02		UTC	93.6				
USGS	430429089230301	GW	1963-03-03		UTC	93.06				
USGS	430429089230301	GW	1963-03-04		UTC	92.43				
USGS	430429089230301	GW	1963-03-05		UTC	92.86				
USGS	430429089230301	GW	1963-03-06		UTC	93.17				
USGS	430429089230301	GW	1963-03-07		UTC	93.49				
USGS	430429089230301	GW	1963-03-08		UTC	93.72				
USGS	430429089230301	GW	1963-03-09		UTC	93.8				
USGS	430429089230301	GW	1963-03-10		UTC	93.74				
USGS	430429089230301	GW	1963-03-11		UTC	92.69				
USGS	430429089230301	GW	1963-03-12		UTC	93.18				
USGS	430429089230301	GW	1963-03-13		UTC	93.62				
USGS	430429089230301	GW	1963-03-14		UTC	93.72				
USGS	430429089230301	GW	1963-03-15		UTC	93.87				
USGS	430429089230301	GW	1963-03-16		UTC	93.87				
USGS	430429089230301	GW	1963-03-17		UTC	93.49				
USGS	430429089230301	GW	1963-03-18		UTC	92.72				
USGS	430429089230301	GW	1963-03-19		UTC	92.76				
USGS	430429089230301	GW	1963-03-20		UTC	92.76				
USGS	430429089230301	GW	1963-03-21		UTC	92.93				
USGS	430429089230301	GW	1963-03-22		UTC	93.11				
USGS	430429089230301	GW	1963-03-23		UTC	93.15				
USGS	430429089230301	GW	1963-03-24		UTC	93.02				
USGS	430429089230301	GW	1963-03-25		UTC	92.35				
USGS	430429089230301	GW	1963-03-26		UTC	92.81				
USGS	430429089230301	GW	1963-03-27		UTC	92.86				
USGS	430429089230301	GW	1963-03-28		UTC	93.2				
USGS	430429089230301	GW	1963-03-29		UTC	93.4				
USGS	430429089230301	GW	1963-03-30		UTC	93.52				
USGS	430429089230301	GW	1963-03-31		UTC	93.48				
USGS	430429089230301	GW	1963-04-01		UTC	92.58				
USGS	430429089230301	GW	1963-04-02		UTC	93.02				
USGS	430429089230301	GW	1963-04-03		UTC	93.4				
USGS	430429089230301	GW	1963-04-04		UTC	93.78				
USGS	430429089230301	GW	1963-04-05		UTC	93.83				
USGS	430429089230301	GW	1963-04-06		UTC	93.83				
USGS	430429089230301	GW	1963-04-07		UTC	93.78				
USGS	430429089230301	GW	1963-04-08		UTC	92.42				
USGS	430429089230301	GW	1963-04-09		UTC	93.13				
USGS	430429089230301	GW	1963-04-10		UTC	93.53				
USGS	430429089230301	GW	1963-04-11		UTC	93.7				
USGS	430429089230301	GW	1963-04-12		UTC	93.98				
USGS	430429089230301	GW	1963-04-13		UTC	94				
USGS	430429089230301	GW	1963-04-14		UTC	93.61				
USGS	430429089230301	GW	1963-04-15		UTC	93.07				
USGS	430429089230301	GW	1963-04-16		UTC	93.5				
USGS	430429089230301	GW	1963-04-17		UTC	93.83				
USGS	430429089230301	GW	1963-04-18		UTC	94.13				
USGS	430429089230301	GW	1963-04-19		UTC	94.12				
USGS	430429089230301	GW	1963-04-20		UTC	93.7				
USGS	430429089230301	GW	1963-04-21		UTC	93.51				
USGS	430429089230301	GW	1963-04-22		UTC	92.56				
USGS	430429089230301	GW	1963-04-23		UTC	92.99				
USGS	430429089230301	GW	1963-04-24		UTC	93.18				
USGS	430429089230301	GW	1963-04-25		UTC	93.18				
USGS	430429089230301	GW	1963-04-26		UTC	93.43				
USGS	430429089230301	GW	1963-04-27		UTC	93.72				
USGS	430429089230301	GW	1963-04-28		UTC	93.49				
USGS	430429089230301	GW	1963-04-29		UTC	92.88				
USGS	430429089230301	GW	1963-04-30		UTC	93.7				
USGS	430429089230301	GW	1963-05-01		UTC	94.03				
USGS	430429089230301	GW	1963-05-02		UTC	94.18				
USGS	430429089230301	GW	1963-05-03		UTC	94.26				
USGS	430429089230301	GW	1963-05-04		UTC	94.49				
USGS	430429089230301	GW	1963-05-05		UTC	94.58				
USGS	430429089230301	GW	1963-05-06		UTC	94.47				
USGS	430429089230301	GW	1963-05-07		UTC	94.32				
USGS	430429089230301	GW	1963-05-08		UTC	94.46				
USGS	430429089230301	GW	1963-05-09		UTC	95.16				
USGS	430429089230301	GW	1963-05-10		UTC	95.47				
USGS	430429089230301	GW	1963-05-11		UTC	95.47				
USGS	430429089230301	GW	1963-05-12		UTC	94.22				
USGS	430429089230301	GW	1963-05-13		UTC	94.01				
USGS	430429089230301	GW	1963-05-14		UTC	94.26				
USGS	430429089230301	GW	1963-05-15		UTC	94.29				
USGS	430429089230301	GW	1963-05-16		UTC	94.62				
USGS	430429089230301	GW	1963-05-17		UTC	94.99				
USGS	430429089230301	GW	1963-05-18		UTC	95.25				
USGS	430429089230301	GW	1963-05-19		UTC	95.26				
USGS	430429089230301	GW	1963-05-20		UTC	94.83				
USGS	430429089230301	GW	1963-05-21		UTC	94.86				
USGS	430429089230301	GW	1963-05-22		UTC	94.88				
USGS	430429089230301	GW	1963-05-23		UTC	95.14				
USGS	430429089230301	GW	1963-05-24		UTC	95.19				
USGS	430429089230301	GW	1963-05-25		UTC	94.98				
USGS	430429089230301	GW	1963-05-26		UTC	95.09				
USGS	430429089230301	GW	1963-05-27		UTC	95.16				
USGS	430429089230301	GW	1963-05-28		UTC	95.2				
USGS	430429089230301	GW	1963-05-29		UTC	95.34				
USGS	430429089230301	GW	1963-05-30		UTC	95.57				
USGS	430429089230301	GW	1963-05-31		UTC	95.43				
USGS	430429089230301	GW	1963-06-01		UTC	95.32				
USGS	430429089230301	GW	1963-06-02		UTC	95.86				
USGS	430429089230301	GW	1963-06-03		UTC	96.34				
USGS	430429089230301	GW	1963-06-04		UTC	97.07				
USGS	430429089230301	GW	1963-06-05		UTC	97.4				
USGS	430429089230301	GW	1963-06-06		UTC	97.77				
USGS	430429089230301	GW	1963-06-07		UTC	98.01				
USGS	430429089230301	GW	1963-06-08		UTC	98.01				
USGS	430429089230301	GW	1963-06-09		UTC	96.22				
USGS	430429089230301	GW	1963-06-10		UTC	95.82				
USGS	430429089230301	GW	1963-06-11		UTC	95.94				
USGS	430429089230301	GW	1963-06-12		UTC	95.84				
USGS	430429089230301	GW	1963-06-13		UTC	95.15				
USGS	430429089230301	GW	1963-06-14		UTC	95.43				
USGS	430429089230301	GW	1963-06-15		UTC	95.43				
USGS	430429089230301	GW	1963-06-17		UTC	91.17				
USGS	430429089230301	GW	1963-06-18		UTC	91.56				
USGS	430429089230301	GW	1963-06-19		UTC	91.97				
USGS	430429089230301	GW	1963-06-20		UTC	92.34				
USGS	430429089230301	GW	1963-06-21		UTC	92.51				
USGS	430429089230301	GW	1963-06-22		UTC	92.52				
USGS	430429089230301	GW	1963-06-23		UTC	92.15				
USGS	430429089230301	GW	1963-06-24		UTC	92.37				
USGS	430429089230301	GW	1963-06-25		UTC	93.01				
USGS	430429089230301	GW	1963-06-26		UTC	93.22				
USGS	430429089230301	GW	1963-06-27		UTC	94.1				
USGS	430429089230301	GW	1963-06-28		UTC	94.29				
USGS	430429089230301	GW	1963-06-29		UTC	94.46				
USGS	430429089230301	GW	1963-06-30		UTC	94.48				
USGS	430429089230301	GW	1963-07-01		UTC	94.16				
USGS	430429089230301	GW	1963-07-02		UTC	94.59				
USGS	430429089230301	GW	1963-07-03		UTC	95.01				
USGS	430429089230301	GW	1963-07-04		UTC	95.09				
USGS	430429089230301	GW	1963-07-05		UTC	94.7				
USGS	430429089230301	GW	1963-07-06		UTC	94.71				
USGS	430429089230301	GW	1963-07-07		UTC	94.67				
USGS	430429089230301	GW	1963-07-08		UTC	94.84				
USGS	430429089230301	GW	1963-07-09		UTC	94.66				
USGS	430429089230301	GW	1963-07-10		UTC	95.18				
USGS	430429089230301	GW	1963-07-11		UTC	95.73				
USGS	430429089230301	GW	1963-07-12		UTC	94.16				
USGS	430429089230301	GW	1963-07-13		UTC	94.39				
USGS	430429089230301	GW	1963-07-14		UTC	94.07				
USGS	430429089230301	GW	1963-07-15		UTC	94.14				
USGS	430429089230301	GW	1963-07-16		UTC	94.36				
USGS	430429089230301	GW	1963-07-17		UTC	94.56				
USGS	430429089230301	GW	1963-07-18		UTC	94.65				
USGS	430429089230301	GW	1963-07-19		UTC	94.71				
USGS	430429089230301	GW	1963-07-20		UTC	94.81				
USGS	430429089230301	GW	1963-07-21		UTC	94.8				
USGS	430429089230301	GW	1963-07-22		UTC	93.44				
USGS	430429089230301	GW	1963-07-23		UTC	93.46				
USGS	430429089230301	GW	1963-07-24		UTC	94.1				
USGS	430429089230301	GW	1963-07-25		UTC	94.84				
USGS	430429089230301	GW	1963-07-26		UTC	95.13				
USGS	430429089230301	GW	1963-07-27		UTC	95.35				
USGS	430429089230301	GW	1963-07-28		UTC	95.36				
USGS	430429089230301	GW	1963-07-29		UTC	94.54				
USGS	430429089230301	GW	1963-07-30		UTC	95.1				
USGS	430429089230301	GW	1963-07-31		UTC	95.53				
USGS	430429089230301	GW	1963-08-01		UTC	95.76				
USGS	430429089230301	GW	1963-08-02		UTC	95.86				
USGS	430429089230301	GW	1963-08-03		UTC	95.87				
USGS	430429089230301	GW	1963-08-04		UTC	95.86				
USGS	430429089230301	GW	1963-08-05		UTC	94.38				
USGS	430429089230301	GW	1963-08-06		UTC	94.63				
USGS	430429089230301	GW	1963-08-07		UTC	94.83				
USGS	430429089230301	GW	1963-08-08		UTC	94.88				
USGS	430429089230301	GW	1963-08-09		UTC	95.02				
USGS	430429089230301	GW	1963-08-10		UTC	95.08				
USGS	430429089230301	GW	1963-08-11		UTC	94.96				
USGS	430429089230301	GW	1963-08-12		UTC	94.15				
USGS	430429089230301	GW	1963-08-13		UTC	94.42				
USGS	430429089230301	GW	1963-08-14		UTC	94.54				
USGS	430429089230301	GW	1963-08-15		UTC	94.58				
USGS	430429089230301	GW	1963-08-16		UTC	94.51				
USGS	430429089230301	GW	1963-08-17		UTC	94.5				
USGS	430429089230301	GW	1963-08-18		UTC	93.78				
USGS	430429089230301	GW	1963-08-20		UTC	96.06				
USGS	430429089230301	GW	1963-08-21		UTC	99.7				
USGS	430429089230301	GW	1963-08-22		UTC	105.67				
USGS	430429089230301	GW	1963-08-23		UTC	109.98				
USGS	430429089230301	GW	1963-08-24		UTC	110.79				
USGS	430429089230301	GW	1963-08-25		UTC	108.2				
USGS	430429089230301	GW	1963-08-26		UTC	99.78				
USGS	430429089230301	GW	1963-08-27		UTC	101.67				
USGS	430429089230301	GW	1963-08-28		UTC	102.76				
USGS	430429089230301	GW	1963-08-29		UTC	103.07				
USGS	430429089230301	GW	1963-08-30		UTC	103.84				
USGS	430429089230301	GW	1963-08-31		UTC	103.85				
USGS	430429089230301	GW	1963-09-01		UTC	92.9				
USGS	430429089230301	GW	1963-09-02		UTC	87.39				
USGS	430429089230301	GW	1963-09-03		UTC	86.28				
USGS	430429089230301	GW	1963-09-04		UTC	87.89				
USGS	430429089230301	GW	1963-09-05		UTC	89.98				
USGS	430429089230301	GW	1963-09-06		UTC	91.19				
USGS	430429089230301	GW	1963-09-07		UTC	94				
USGS	430429089230301	GW	1963-09-08		UTC	94.93				
USGS	430429089230301	GW	1963-09-09		UTC	93.08				
USGS	430429089230301	GW	1963-09-10		UTC	96.3				
USGS	430429089230301	GW	1963-09-11		UTC	97.7				
USGS	430429089230301	GW	1963-09-12		UTC	100.99				
USGS	430429089230301	GW	1963-09-13		UTC	100.99				
USGS	430429089230301	GW	1963-09-14		UTC	101.31				
USGS	430429089230301	GW	1963-09-15		UTC	101.31				
USGS	430429089230301	GW	1963-09-16		UTC	99.23				
USGS	430429089230301	GW	1963-09-17		UTC	97.35				
USGS	430429089230301	GW	1963-10-18		UTC	94.14				
USGS	430429089230301	GW	1963-11-18		UTC	86.27				
USGS	430429089230301	GW	1963-12-16		UTC	86.07				
USGS	430429089230301	GW	1964-01-17		UTC	85.63				
USGS	430429089230301	GW	1964-02-18		UTC	85.42				
USGS	430429089230301	GW	1964-03-16		UTC	85.24				
USGS	430429089230301	GW	1964-04-23		UTC	84.69				
USGS	430429089230301	GW	1964-05-11		UTC	84.84				
USGS	430429089230301	GW	1964-06-08		UTC	85.44				
USGS	430429089230301	GW	1964-07-07		UTC	86.52				
USGS	430429089230301	GW	1964-08-10		UTC	87.09				
USGS	430429089230301	GW	1964-09-02		UTC	86.59				
USGS	430429089230301	GW	1964-10-10		UTC	86.17				
USGS	430429089230301	GW	1964-11-09		UTC	85.89				
USGS	430429089230301	GW	1964-12-08		UTC	85.57				
USGS	430429089230301	GW	1965-01-08		UTC	85.09				
USGS	430429089230301	GW	1965-02-09		UTC	85.67				
USGS	430429089230301	GW	1965-03-11		UTC	84.69				
USGS	430429089230301	GW	1965-04-08		UTC	84.79				
USGS	430429089230301	GW	1965-05-11		UTC	85.73				
USGS	430429089230301	GW	1965-06-14		UTC	86.81				
USGS	430429089230301	GW	1965-07-14		UTC	88				
USGS	430429089230301	GW	1965-08-10		UTC	87.78				
USGS	430429089230301	GW	1965-09-09		UTC	85.69				
USGS	430429089230301	GW	1965-10-11		UTC	85.52				
USGS	430429089230301	GW	1965-11-12		UTC	85.23				
USGS	430429089230301	GW	1965-12-13		UTC	84.73				
USGS	430429089230301	GW	1966-01-13		UTC	84.72				
USGS	430429089230301	GW	1966-02-08		UTC	85.29				
USGS	430429089230301	GW	1966-03-02		UTC	85.4				
USGS	430429089230301	GW	1966-04-05		UTC	85.93				
USGS	430429089230301	GW	1966-05-09		UTC	85.02				
USGS	430429089230301	GW	1966-05-17		UTC	84.94				
USGS	430429089230301	GW	1966-06-13		UTC	90.51				
USGS	430429089230301	GW	1966-07-11		UTC	90.7				
USGS	430429089230301	GW	1966-08-08		UTC	90.81				
USGS	430429089230301	GW	1966-09-23		UTC	91.11				
USGS	430429089230301	GW	1966-10-12		UTC	90.24				
USGS	430429089230301	GW	1966-11-07		UTC	89.05				
USGS	430429089230301	GW	1966-12-06		UTC	89.05				
USGS	430429089230301	GW	1967-01-06		UTC	88.14				
USGS	430429089230301	GW	1967-02-06		UTC	88.66				
USGS	430429089230301	GW	1967-03-06		UTC	88.78				
USGS	430429089230301	GW	1967-04-04		UTC	88.69				
USGS	430429089230301	GW	1967-05-10		UTC	88.48				
USGS	430429089230301	GW	1967-06-08		UTC	88.85				
USGS	430429089230301	GW	1967-07-12		UTC	88.84				
USGS	430429089230301	GW	1967-08-04		UTC	89.7				
USGS	430429089230301	GW	1967-09-14		UTC	89.57				
USGS	430429089230301	GW	1967-10-02		UTC	88.58				
USGS	430429089230301	GW	1967-11-06		UTC	87.43				
USGS	430429089230301	GW	1967-12-18		UTC	87.32				
USGS	430429089230301	GW	1968-01-10		UTC	87.51				
USGS	430429089230301	GW	1968-02-26		UTC	93.72				
USGS	430429089230301	GW	1968-03-25		UTC	93.93				
USGS	430429089230301	GW	1968-04-25		UTC	88.43				
USGS	430429089230301	GW	1968-05-29		UTC	91.22				
USGS	430429089230301	GW	1968-06-15		UTC	91.71				
USGS	430429089230301	GW	1968-07-02		UTC	92.19				
USGS	430429089230301	GW	1968-08-05		UTC	94.51				
USGS	430429089230301	GW	1968-09-11		UTC	93.26				
USGS	430429089230301	GW	1968-10-21		UTC	90.66				
USGS	430429089230301	GW	1968-11-11		UTC	91.01				
USGS	430429089230301	GW	1968-12-09		UTC	90.35				
USGS	430429089230301	GW	1969-01-31		UTC	91.02				
USGS	430429089230301	GW	1969-02-19		UTC	91.45				
USGS	430429089230301	GW	1969-03-17		UTC	91.35				
USGS	430429089230301	GW	1969-04-29		UTC	93.32				
USGS	430429089230301	GW	1969-05-22		UTC	92.93				
USGS	430429089230301	GW	1969-06-24		UTC	92.48				
USGS	430429089230301	GW	1969-07-28		UTC	95.3				
USGS	430429089230301	GW	1969-08-25		UTC	95.59				
USGS	430429089230301	GW	1969-09-26		UTC	96.93				
USGS	430429089230301	GW	1969-10-24		UTC	93.36				
USGS	430429089230301	GW	1969-11-15		UTC	92.56				
USGS	430429089230301	GW	1969-12-22		UTC	91.75				
USGS	430429089230301	GW	1970-01-21		UTC	94.14				
USGS	430429089230301	GW	1970-02-19		UTC	93.76				
USGS	430429089230301	GW	1970-03-09		UTC	93.38				
USGS	430429089230301	GW	1970-04-14		UTC	93.82				
USGS	430429089230301	GW	1970-05-19		UTC	98.17				
USGS	430429089230301	GW	1970-06-22		UTC	97.97				
USGS	430429089230301	GW	1970-07-27		UTC	101.44				
USGS	430429089230301	GW	1970-08-10		UTC	102.36				
USGS	430429089230301	GW	1970-09-21		UTC	94.47				
USGS	430429089230301	GW	1970-10-23		UTC	96.28				
USGS	430429089230301	GW	1970-11-20		UTC	94.88				
USGS	430429089230301	GW	1970-12-22		UTC	93.3				
USGS	430429089230301	GW	1971-01-29		UTC	94.52				
USGS	430429089230301	GW	1971-02-26		UTC	96.29				
USGS	430429089230301	GW	1971-03-24		UTC	94.17				
USGS	430429089230301	GW	1971-04-29		UTC	98.37				
USGS	430429089230301	GW	1971-05-25		UTC	100.54				
USGS	430429089230301	GW	1971-06-25		UTC	104.83				
USGS	430429089230301	GW	1971-07-28		UTC	102.66				
USGS	430429089230301	GW	1971-08-27		UTC	102.48				
USGS	430429089230301	GW	1971-09-24		UTC	102.18				
USGS	430429089230301	GW	1971-10-22		UTC	100.71				
USGS	430429089230301	GW	1971-11-19		UTC	100.2				
USGS	430429089230301	GW	1971-12-20		UTC	99.26				
USGS	430429089230301	GW	1972-01-12		UTC	99.8				
USGS	430429089230301	GW	1972-02-18		UTC	101.2				
USGS	430429089230301	GW	1972-03-27		UTC	99.98				
USGS	430429089230301	GW	1972-04-25		UTC	101.43				
USGS	430429089230301	GW	1972-05-11		UTC	101.17				
USGS	430429089230301	GW	1972-06-19		UTC	102.33				
USGS	430429089230301	GW	1972-07-26		UTC	106.03				
USGS	430429089230301	GW	1972-08-15		UTC	104.12				
USGS	430429089230301	GW	1972-09-05		UTC	102.21				
USGS	430429089230301	GW	1972-10-20		UTC	96.27				
USGS	430429089230301	GW	1972-11-08		UTC	100.75				
USGS	430429089230301	GW	1972-12-12		UTC	99.27				
USGS	430429089230301	GW	1973-01-17		UTC	100.45				
USGS	430429089230301	GW	1973-02-14		UTC	99.77				
USGS	430429089230301	GW	1973-03-21		UTC	100.86				
USGS	430429089230301	GW	1973-04-18		UTC	95.12				
USGS	430429089230301	GW	1973-05-16		UTC	97.69				
USGS	430429089230301	GW	1973-06-22		UTC	98.81				
USGS	430429089230301	GW	1973-07-20		UTC	107.35				
USGS	430429089230301	GW	1973-08-07		UTC	106.58				
USGS	430429089230301	GW	1973-09-05		UTC	106.94				
USGS	430429089230301	GW	1973-10-01		UTC	102.4				
USGS	430429089230301	GW	1973-11-06		UTC	102.86				
USGS	430429089230301	GW	1973-12-07		UTC	103.72				
USGS	430429089230301	GW	1974-01-03		UTC	98.14				
USGS	430429089230301	GW	1974-02-08		UTC	98.6				
USGS	430429089230301	GW	1974-03-12		UTC	96.8				
USGS	430429089230301	GW	1974-04-11		UTC	95.87				
USGS	430429089230301	GW	1974-05-15		UTC	96.89				
USGS	430429089230301	GW	1974-06-03		UTC	98.25				
USGS	430429089230301	GW	1974-07-16		UTC	102.01				
USGS	430429089230301	GW	1974-08-05		UTC	97.44				
USGS	430429089230301	GW	1974-09-10		UTC	101.64				
USGS	430429089230301	GW	1974-10-09		UTC	100.57				
USGS	430429089230301	GW	1974-11-05		UTC	98.88				
USGS	430429089230301	GW	1974-12-05		UTC	98.18				
USGS	430429089230301	GW	1975-01-15		UTC	96.54				
USGS	430429089230301	GW	1975-02-19		UTC	97.18				
USGS	430429089230301	GW	1975-03-25		UTC	96.66				
USGS	430429089230301	GW	1975-04-29		UTC	97.99				
USGS	430429089230301	GW	1975-05-30		UTC	99.78				
USGS	430429089230301	GW	1975-06-15		UTC	100.06				
USGS	430429089230301	GW	1975-07-14		UTC	100.33				
USGS	430429089230301	GW	1975-08-13		UTC	101.94				
USGS	430429089230301	GW	1975-09-17		UTC	100.84				
USGS	430429089230301	GW	1975-10-28		UTC	95.02				
USGS	430429089230301	GW	1975-11-15		UTC	95.00				
USGS	430429089230301	GW	1975-12-09		UTC	94.98				
USGS	430429089230301	GW	1976-01-12		UTC	94.46				
USGS	430429089230301	GW	1976-02-10		UTC	97.52				
USGS	430429089230301	GW	1976-03-16		UTC	96.87				
USGS	430429089230301	GW	1976-04-21		UTC	96.61				
USGS	430429089230301	GW	1976-05-25		UTC	96.46				
USGS	430429089230301	GW	1976-06-14		UTC	98.75				
USGS	430429089230301	GW	1976-07-20		UTC	102.18				
USGS	430429089230301	GW	1976-08-17		UTC	99.97				
USGS	430429089230301	GW	1976-09-29		UTC	100.34				
USGS	430429089230301	GW	1976-10-15		UTC	99.65				
USGS	430429089230301	GW	1976-11-17		UTC	98.95				
USGS	430429089230301	GW	1976-12-21		UTC	97.81				
USGS	430429089230301	GW	1977-01-17		UTC	98.41				
USGS	430429089230301	GW	1977-02-15		UTC	96.91				
USGS	430429089230301	GW	1977-03-08		UTC	95.4				
USGS	430429089230301	GW	1977-04-12		UTC	91.94				
USGS	430429089230301	GW	1977-05-23		UTC	91.35				
USGS	430429089230301	GW	1977-06-13		UTC	95.02				
USGS	430429089230301	GW	1977-07-29		UTC	102.31				
USGS	430429089230301	GW	1977-08-29		UTC	100.34				
